timestamp,label,method,suite,variant,repeat,test_id,status,duration_ms,run_wall_ms,run_ai_calls,run_prompt_tokens,run_completion_tokens,run_ai_ms,run_cost_usd
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,B3,passed,495,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,B4,passed,972,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,C1,passed,1270,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,C2,passed,1285,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,C3,passed,1208,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,C4,passed,259,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,D1,passed,240,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,D2,passed,434,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,D3,passed,311,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,D4,passed,437,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,D5,passed,252,2914,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,A1,passed,839,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,A2,passed,629,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,A3,failed,5620,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,A4,passed,629,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,A5,passed,883,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,B1,failed,5379,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,B2,passed,562,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,B3,passed,793,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,B4,passed,408,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,C1,failed,5971,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,C2,timedOut,30025,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,C3,timedOut,30023,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,C4,timedOut,30022,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,D1,timedOut,30031,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,D2,failed,5463,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,D3,passed,274,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,D4,passed,220,32090,,,,,
2026-07-08T14:31:30.044Z,gd4-main,locator,main,v2,1,D5,failed,5212,32090,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,A1,passed,809,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,A2,passed,603,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,A3,failed,5732,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,A4,passed,594,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,A5,passed,925,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,B1,failed,5603,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,B2,passed,734,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,B3,passed,542,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,B4,passed,506,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,C1,failed,5880,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,C2,timedOut,30039,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,C3,timedOut,30029,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,C4,timedOut,30023,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,D1,timedOut,30032,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,D2,failed,5451,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,D3,passed,281,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,D4,passed,222,32071,,,,,
2026-07-08T14:32:02.118Z,gd4-main,locator,main,v2,2,D5,failed,5211,32071,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,A1,passed,941,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,A2,passed,602,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,A3,failed,5703,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,A4,passed,923,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,A5,passed,736,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,B1,failed,5876,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,B2,passed,702,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,B3,passed,683,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,B4,passed,568,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,C1,failed,6076,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,C2,timedOut,30028,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,C3,timedOut,30037,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,C4,timedOut,30033,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,D1,timedOut,30030,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,D2,failed,5441,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,D3,passed,289,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,D4,passed,252,32159,,,,,
2026-07-08T14:32:34.279Z,gd4-main,locator,main,v2,3,D5,failed,5188,32159,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,A1,passed,882,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,A2,passed,798,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,A3,failed,5798,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,A4,passed,519,32154,,,,,
